Files already downloaded and verified
Files already downloaded and verified
Number of training samples:  50000
Number of testing samples:  10000
Image shape:  torch.Size([3, 64, 64])
Number of parameters:  5526346
Epoch 1, step 50, loss: 2.326, test_loss: 2.269, acc: 0.102, test_acc: 0.134
Epoch 1, step 100, loss: 2.292, test_loss: 2.135, acc: 0.119, test_acc: 0.175
Epoch 1, step 150, loss: 2.243, test_loss: 2.150, acc: 0.138, test_acc: 0.180
Epoch 1, step 200, loss: 2.214, test_loss: 2.067, acc: 0.150, test_acc: 0.222
Epoch 1, step 250, loss: 2.196, test_loss: 2.076, acc: 0.158, test_acc: 0.206
Epoch 1, step 300, loss: 2.177, test_loss: 2.146, acc: 0.165, test_acc: 0.193
Epoch 1, step 350, loss: 2.165, test_loss: 2.035, acc: 0.171, test_acc: 0.229
Epoch 1, step 400, loss: 2.155, test_loss: 2.025, acc: 0.176, test_acc: 0.238
Epoch 1, step 450, loss: 2.142, test_loss: 1.989, acc: 0.181, test_acc: 0.257
Epoch 1, step 500, loss: 2.134, test_loss: 2.018, acc: 0.185, test_acc: 0.250
Epoch 1, step 550, loss: 2.128, test_loss: 1.984, acc: 0.187, test_acc: 0.251
Epoch 1, step 600, loss: 2.120, test_loss: 2.074, acc: 0.191, test_acc: 0.214
Epoch 1, step 650, loss: 2.115, test_loss: 2.009, acc: 0.193, test_acc: 0.239
Epoch 1, step 700, loss: 2.110, test_loss: 1.980, acc: 0.196, test_acc: 0.247
Epoch 1, step 750, loss: 2.103, test_loss: 1.981, acc: 0.198, test_acc: 0.230
Epoch 2, step 50, loss: 1.995, test_loss: 1.940, acc: 0.221, test_acc: 0.266
Epoch 2, step 100, loss: 2.005, test_loss: 1.930, acc: 0.223, test_acc: 0.275
Epoch 2, step 150, loss: 2.003, test_loss: 1.915, acc: 0.233, test_acc: 0.283
Epoch 2, step 200, loss: 1.995, test_loss: 1.909, acc: 0.237, test_acc: 0.269
Epoch 2, step 250, loss: 1.992, test_loss: 1.951, acc: 0.241, test_acc: 0.263
Epoch 2, step 300, loss: 1.992, test_loss: 1.933, acc: 0.240, test_acc: 0.277
Epoch 2, step 350, loss: 1.997, test_loss: 1.938, acc: 0.238, test_acc: 0.248
Epoch 2, step 400, loss: 1.992, test_loss: 1.902, acc: 0.238, test_acc: 0.261
Epoch 2, step 450, loss: 1.989, test_loss: 1.925, acc: 0.239, test_acc: 0.287
Epoch 2, step 500, loss: 1.986, test_loss: 1.897, acc: 0.240, test_acc: 0.297
Epoch 2, step 550, loss: 1.984, test_loss: 1.898, acc: 0.242, test_acc: 0.310
Epoch 2, step 600, loss: 1.980, test_loss: 1.846, acc: 0.243, test_acc: 0.309
Epoch 2, step 650, loss: 1.977, test_loss: 1.866, acc: 0.246, test_acc: 0.305
Epoch 2, step 700, loss: 1.971, test_loss: 1.910, acc: 0.248, test_acc: 0.276
Epoch 2, step 750, loss: 1.969, test_loss: 1.845, acc: 0.250, test_acc: 0.310
Epoch 3, step 50, loss: 1.908, test_loss: 1.839, acc: 0.273, test_acc: 0.318
Epoch 3, step 100, loss: 1.896, test_loss: 1.843, acc: 0.287, test_acc: 0.308
Epoch 3, step 150, loss: 1.893, test_loss: 1.856, acc: 0.289, test_acc: 0.315
Epoch 3, step 200, loss: 1.892, test_loss: 1.819, acc: 0.290, test_acc: 0.321
Epoch 3, step 250, loss: 1.890, test_loss: 1.777, acc: 0.294, test_acc: 0.351
Epoch 3, step 300, loss: 1.885, test_loss: 1.802, acc: 0.296, test_acc: 0.329
Epoch 3, step 350, loss: 1.883, test_loss: 1.835, acc: 0.296, test_acc: 0.317
Epoch 3, step 400, loss: 1.877, test_loss: 1.791, acc: 0.297, test_acc: 0.331
Epoch 3, step 450, loss: 1.877, test_loss: 1.810, acc: 0.298, test_acc: 0.325
Epoch 3, step 500, loss: 1.875, test_loss: 1.784, acc: 0.300, test_acc: 0.347
Epoch 3, step 550, loss: 1.872, test_loss: 1.790, acc: 0.301, test_acc: 0.330
Epoch 3, step 600, loss: 1.870, test_loss: 1.787, acc: 0.302, test_acc: 0.342
Epoch 3, step 650, loss: 1.867, test_loss: 1.780, acc: 0.304, test_acc: 0.349
Epoch 3, step 700, loss: 1.863, test_loss: 1.768, acc: 0.306, test_acc: 0.348
Epoch 3, step 750, loss: 1.861, test_loss: 1.802, acc: 0.307, test_acc: 0.338
Epoch 4, step 50, loss: 1.810, test_loss: 1.831, acc: 0.320, test_acc: 0.315
Epoch 4, step 100, loss: 1.814, test_loss: 1.802, acc: 0.324, test_acc: 0.344
Epoch 4, step 150, loss: 1.829, test_loss: 1.788, acc: 0.318, test_acc: 0.341
Epoch 4, step 200, loss: 1.820, test_loss: 1.756, acc: 0.320, test_acc: 0.357
Epoch 4, step 250, loss: 1.820, test_loss: 1.722, acc: 0.320, test_acc: 0.371
Epoch 4, step 300, loss: 1.819, test_loss: 1.742, acc: 0.321, test_acc: 0.356
Epoch 4, step 350, loss: 1.818, test_loss: 1.734, acc: 0.321, test_acc: 0.369
Epoch 4, step 400, loss: 1.815, test_loss: 1.708, acc: 0.323, test_acc: 0.381
Epoch 4, step 450, loss: 1.809, test_loss: 1.746, acc: 0.326, test_acc: 0.353
Epoch 4, step 500, loss: 1.810, test_loss: 1.746, acc: 0.327, test_acc: 0.362
Epoch 4, step 550, loss: 1.807, test_loss: 1.711, acc: 0.327, test_acc: 0.373
Epoch 4, step 600, loss: 1.803, test_loss: 1.737, acc: 0.329, test_acc: 0.363
Epoch 4, step 650, loss: 1.801, test_loss: 1.694, acc: 0.330, test_acc: 0.385
Epoch 4, step 700, loss: 1.800, test_loss: 1.727, acc: 0.331, test_acc: 0.362
Epoch 4, step 750, loss: 1.798, test_loss: 1.694, acc: 0.332, test_acc: 0.381
Epoch 5, step 50, loss: 1.768, test_loss: 1.705, acc: 0.352, test_acc: 0.381
Epoch 5, step 100, loss: 1.769, test_loss: 1.664, acc: 0.352, test_acc: 0.399
Epoch 5, step 150, loss: 1.766, test_loss: 1.664, acc: 0.354, test_acc: 0.391
Epoch 5, step 200, loss: 1.765, test_loss: 1.695, acc: 0.354, test_acc: 0.378
Epoch 5, step 250, loss: 1.764, test_loss: 1.690, acc: 0.353, test_acc: 0.377
Epoch 5, step 300, loss: 1.754, test_loss: 1.671, acc: 0.358, test_acc: 0.390
Epoch 5, step 350, loss: 1.752, test_loss: 1.668, acc: 0.358, test_acc: 0.393
Epoch 5, step 400, loss: 1.746, test_loss: 1.644, acc: 0.360, test_acc: 0.403
Epoch 5, step 450, loss: 1.741, test_loss: 1.655, acc: 0.362, test_acc: 0.397
Epoch 5, step 500, loss: 1.743, test_loss: 1.650, acc: 0.362, test_acc: 0.403
Epoch 5, step 550, loss: 1.741, test_loss: 1.665, acc: 0.362, test_acc: 0.404
Epoch 5, step 600, loss: 1.740, test_loss: 1.627, acc: 0.363, test_acc: 0.412
Epoch 5, step 650, loss: 1.741, test_loss: 1.643, acc: 0.363, test_acc: 0.408
Epoch 5, step 700, loss: 1.740, test_loss: 1.631, acc: 0.363, test_acc: 0.403
Epoch 5, step 750, loss: 1.738, test_loss: 1.628, acc: 0.362, test_acc: 0.413
Epoch 6, step 50, loss: 1.728, test_loss: 1.621, acc: 0.367, test_acc: 0.407
Epoch 6, step 100, loss: 1.717, test_loss: 1.650, acc: 0.368, test_acc: 0.399
Epoch 6, step 150, loss: 1.721, test_loss: 1.631, acc: 0.366, test_acc: 0.409
Epoch 6, step 200, loss: 1.719, test_loss: 1.641, acc: 0.369, test_acc: 0.403
Epoch 6, step 250, loss: 1.718, test_loss: 1.588, acc: 0.369, test_acc: 0.425
Epoch 6, step 300, loss: 1.718, test_loss: 1.645, acc: 0.370, test_acc: 0.400
Epoch 6, step 350, loss: 1.716, test_loss: 1.625, acc: 0.370, test_acc: 0.413
Epoch 6, step 400, loss: 1.712, test_loss: 1.593, acc: 0.372, test_acc: 0.424
Epoch 6, step 450, loss: 1.710, test_loss: 1.574, acc: 0.372, test_acc: 0.435
