Files already downloaded and verified
Files already downloaded and verified
Number of training samples:  50000
Number of testing samples:  10000
Image shape:  torch.Size([3, 64, 64])
Number of parameters:  5526346
Epoch 1, step 50, loss: 2.442, test_loss: 2.279, acc: 0.108, test_acc: 0.154
Epoch 1, step 100, loss: 2.358, test_loss: 2.239, acc: 0.121, test_acc: 0.113
Epoch 1, step 150, loss: 2.316, test_loss: 2.221, acc: 0.134, test_acc: 0.141
Epoch 1, step 200, loss: 2.282, test_loss: 2.091, acc: 0.145, test_acc: 0.214
Epoch 1, step 250, loss: 2.259, test_loss: 2.065, acc: 0.151, test_acc: 0.209
Epoch 1, step 300, loss: 2.240, test_loss: 2.083, acc: 0.157, test_acc: 0.201
Epoch 1, step 350, loss: 2.224, test_loss: 2.081, acc: 0.160, test_acc: 0.213
Epoch 1, step 400, loss: 2.211, test_loss: 2.046, acc: 0.165, test_acc: 0.210
Epoch 1, step 450, loss: 2.200, test_loss: 2.033, acc: 0.168, test_acc: 0.229
Epoch 1, step 500, loss: 2.188, test_loss: 2.008, acc: 0.171, test_acc: 0.237
Epoch 1, step 550, loss: 2.179, test_loss: 2.089, acc: 0.175, test_acc: 0.210
Epoch 1, step 600, loss: 2.171, test_loss: 1.990, acc: 0.178, test_acc: 0.252
Epoch 1, step 650, loss: 2.162, test_loss: 2.047, acc: 0.182, test_acc: 0.241
Epoch 1, step 700, loss: 2.154, test_loss: 2.074, acc: 0.185, test_acc: 0.220
Epoch 1, step 750, loss: 2.144, test_loss: 1.977, acc: 0.189, test_acc: 0.249
Epoch 2, step 50, loss: 2.040, test_loss: 1.979, acc: 0.234, test_acc: 0.248
Epoch 2, step 100, loss: 2.024, test_loss: 1.943, acc: 0.240, test_acc: 0.269
Epoch 2, step 150, loss: 2.019, test_loss: 1.941, acc: 0.240, test_acc: 0.285
Epoch 2, step 200, loss: 2.012, test_loss: 2.074, acc: 0.242, test_acc: 0.234
Epoch 2, step 250, loss: 2.008, test_loss: 1.965, acc: 0.243, test_acc: 0.260
Epoch 2, step 300, loss: 2.005, test_loss: 1.915, acc: 0.244, test_acc: 0.280
Epoch 2, step 350, loss: 2.001, test_loss: 1.956, acc: 0.247, test_acc: 0.284
Epoch 2, step 400, loss: 1.997, test_loss: 1.981, acc: 0.248, test_acc: 0.289
Epoch 2, step 450, loss: 1.992, test_loss: 1.931, acc: 0.250, test_acc: 0.280
Epoch 2, step 500, loss: 1.989, test_loss: 1.918, acc: 0.251, test_acc: 0.275
Epoch 2, step 550, loss: 1.987, test_loss: 1.908, acc: 0.252, test_acc: 0.292
Epoch 2, step 600, loss: 1.986, test_loss: 1.895, acc: 0.254, test_acc: 0.298
Epoch 2, step 650, loss: 1.984, test_loss: 1.888, acc: 0.255, test_acc: 0.302
Epoch 2, step 700, loss: 1.983, test_loss: 1.888, acc: 0.255, test_acc: 0.291
Epoch 2, step 750, loss: 1.980, test_loss: 1.928, acc: 0.256, test_acc: 0.283
Epoch 3, step 50, loss: 1.955, test_loss: 1.928, acc: 0.271, test_acc: 0.298
Epoch 3, step 100, loss: 1.932, test_loss: 1.911, acc: 0.271, test_acc: 0.269
Epoch 3, step 150, loss: 1.929, test_loss: 1.848, acc: 0.278, test_acc: 0.321
Epoch 3, step 200, loss: 1.930, test_loss: 1.909, acc: 0.277, test_acc: 0.304
Epoch 3, step 250, loss: 1.926, test_loss: 1.887, acc: 0.281, test_acc: 0.301
Epoch 3, step 300, loss: 1.925, test_loss: 1.926, acc: 0.281, test_acc: 0.282
Epoch 3, step 350, loss: 1.925, test_loss: 1.842, acc: 0.282, test_acc: 0.319
Epoch 3, step 400, loss: 1.921, test_loss: 1.912, acc: 0.284, test_acc: 0.302
Epoch 3, step 450, loss: 1.919, test_loss: 1.839, acc: 0.284, test_acc: 0.327
Epoch 3, step 500, loss: 1.919, test_loss: 1.892, acc: 0.285, test_acc: 0.293
Epoch 3, step 550, loss: 1.919, test_loss: 1.878, acc: 0.286, test_acc: 0.313
Epoch 3, step 600, loss: 1.918, test_loss: 1.855, acc: 0.286, test_acc: 0.316
Epoch 3, step 650, loss: 1.917, test_loss: 1.893, acc: 0.287, test_acc: 0.296
Epoch 3, step 700, loss: 1.916, test_loss: 1.912, acc: 0.288, test_acc: 0.302
Epoch 3, step 750, loss: 1.913, test_loss: 1.821, acc: 0.289, test_acc: 0.329
Epoch 4, step 50, loss: 1.854, test_loss: 1.800, acc: 0.312, test_acc: 0.336
Epoch 4, step 100, loss: 1.876, test_loss: 1.863, acc: 0.304, test_acc: 0.307
Epoch 4, step 150, loss: 1.877, test_loss: 1.827, acc: 0.305, test_acc: 0.326
Epoch 4, step 200, loss: 1.873, test_loss: 1.868, acc: 0.306, test_acc: 0.309
Epoch 4, step 250, loss: 1.878, test_loss: 1.830, acc: 0.303, test_acc: 0.338
Epoch 4, step 300, loss: 1.875, test_loss: 1.868, acc: 0.306, test_acc: 0.314
Epoch 4, step 350, loss: 1.875, test_loss: 1.800, acc: 0.305, test_acc: 0.338
Epoch 4, step 400, loss: 1.873, test_loss: 1.798, acc: 0.304, test_acc: 0.338
Epoch 4, step 450, loss: 1.872, test_loss: 1.869, acc: 0.305, test_acc: 0.325
Epoch 4, step 500, loss: 1.872, test_loss: 1.814, acc: 0.306, test_acc: 0.319
Epoch 4, step 550, loss: 1.869, test_loss: 1.773, acc: 0.307, test_acc: 0.347
